"Providence-Providence Park Hospital, Southfield Campus",Southfield,MI
Greater Southern Tier BOCES,Elmira,NY
Delaware-Chenango-Madison-Otsego BOCES,Norwich,NY
DCI Career Institute,Monaca,PA
Central Susquehanna Intermediate Unit LPN Career,Milton,PA
Myotherapy College of Utah,Salt Lake City,UT
Graham Webb International Academy of Hair,Arlington,VA
Connecticut Center for Massage Therapy - Westport,Westport,CT
G Skin and Beauty Institute,Oak Brook,IL
Mr. John's School of Cosmetology and Nails,Urbana,IL
Cosmetology Training Center,Lafayette,LA
Stage One - The Hair School,Lake Charles,LA
"Xenon International Academy II, Inc.",Omaha,NE
Esthetics Institute at Concord Academy,Concord,NH
Orlo School of Hair Design and Cosmetology,Albany,NY
Delaware Area Career Center,Delaware,OH
Eastland Fairfield Career and Technical Schools,Groveport,OH
Empire Beauty School - Cincinnati,Cincinnati,OH
Mahoning County Career and Technical Center,Canfield,OH
Ohio Hi-Point Adult and Continuing Education,Bellefontaine,OH
Pickaway-Ross Career and Technology Center,Chillicothe,OH
Pioneer Career and Technology Center,Shelby,OH
Scioto County Career Technical Center,Lucasville,OH
Trumbull Career and Technical Center Adult Training Center,Warren,OH
Northwest Technology Center-Fairview,Fairview,OK
Lake Erie College of Osteopathic Medicine,Erie,PA
Southern Methodist College,Orangeburg,SC
Gene Juarez Academy South Seattle,Federal Way,WA
Beckley Beauty Academy,Beckley,WV
Warren County Career Center,Lebanon,OH
Paul Mitchell The School Wichita,Wichita,KS
Pinnacle Institute of Cosmetology,Mooresville,NC
Texas State Technical College Marshall,Marshall,TX
Aurora St. Luke's Medical Center,Milwaukee,WI
Florida National University,Hialeah,FL
Harid Conservatory,Boca Raton,FL
Georgia Institute of Cosmetology,Sugar Hill,GA
Nouvelle Institute,Miami,FL
Franklin Technology Center,Joplin,MO
Carson City Beauty Academy,Carson,NV
Professional Technical Institution,Bayamon,PR
Academy of Cosmetology,North Charleston,SC
International City Beauty College,Warner Robins,GA
Erikson Institute,Chicago,IL
Star Technical Institute,Upper Darby,PA
South Texas College,McAllen,TX
Dudley Beauty School - Kernersville,Kernersville,NC
Lorain CountyJVS/Adult Career Center,Oberlin,OH
Roger Williams University School of Law,Bristol,RI
California State University - Monterey Bay,Seaside,CA
Heritage College,Oklahoma City,OK
Sage College,Moreno Valley,CA
Lincoln Technical Institute - Hartford,Hartford,CT
Ohio Media School,Valley View,OH
EINE Inc,Tewksbury,MA
Laurus Technical Institute,Decatur,GA
Illinois School of Health Careers - Chicago,Chicago,IL
"Marian College, Marian Health Career Center",Los Angeles,CA
Euclid Hospital/Cleveland Clinic Health System,Euclid,OH
Michigan Montessori Teacher Education Center,Waterford,MI
Academy for Practical Nursing and Health Occupations,West Palm Beach,FL
Shear Ego International School of Hair Design,Rochester,NY
Remington College-Memphis Campus,Memphis,TN
PC Professor - Boca Raton,Boca Raton,FL
Trend Beauty College,Marion,IL
Fayette Institute of Technology,Oak Hill,WV
Capella University,Minneapolis,MN
Montessori Training Center of Minnesota,St. Paul,MN
HRDE-Stanley Technical Institute - Morgantown,Morgantown,WV
College of Menominee Nation,Keshena,WI
Leech Lake Tribal College,Cass Lake,MN
Southwest Acupuncture College - Albuquerque,Albuquerque,NM
East San Gabriel Valley Regional Occupational Program,West Covina,CA
Yukon Beauty College Inc,Yukon,OK
Toni & Guy Hairstyling Academy - Marietta,Marietta,GA
Mitchell's Hair Styling Academy,Raleigh,NC
The Salon Academy,Coldwater,MI
The Artistic Academy of Hair Design,Morris Plains,NJ
MotoRing Technical Training Institute (MTTI),Seekonk,MA
Phagans' Newport Academy of Cosmetology Careers,Newport,OR
Mech-Tech College,Caguas,PR
Jean Madeline Aveda Institute,Philadelphia,PA
Stillwater School of Cosmetology,Stillwater,OK
Pacific College of Oriental Medicine - New York,New York,NY
Baker College Center for Graduate Studies,Flint,MI
Pennsylvania Highlands Community College,Johnstown,PA
Phillips Theological Seminary,Tulsa,OK
Industrial Management & Training Institute,Waterbury,CT
Careers Unlimited Beauty School,Houston,TX
Cortiva Institute-Colorado,Broomfield,CO
Faris Technical Institute,Nederland,TX
Four-D College - Colton,Colton,CA
Allen School - Jamaica,Jamaica,NY
Premiere Career College,Irwindale,CA
Tennessee Academy of Cosmetology,Memphis,TN
Carousel Beauty College & The Spa Institute,Kettering,OH
Physicians Medical Center Carraway,Birmingham,AL
Estes Institute of Cosmetology Arts and Science,Visalia,CA
Baldwin Park Adult and Community Education,Baldwin Park,CA
Silicon Valley College - Fremont,Fremont,CA
Ventura Adult and Continuing Education,Ventura,CA
Marinello School of Beauty - Sacramento,Sacramento,CA
Windham Technical High School,Willimantic,CT
A. I. Prince Technical High School,Hartford,CT
College of Business and Technology,Miami,FL
City College - Altamonte Springs,Altamonte Springs,FL
University Health Care Systen,Augusta,GA
Cobb Beauty College Inc,Kennesaw,GA
Beck School of Practical Nursing,Red Bud,IL
King's Daughters' Hospital and Health Services,Madison,IN
American Academy of Hair Design,Topeka,KS
Crave Beauty Academy,Wichita,KS
Camelot College,Baton Rouge,LA
Gretna Career College,Gretna,LA
"Mr. Bernard's School of Hair Fashion, Inc.",Lewiston,ME
Kirksville Area Technical Center,Kirksville,MO
South Central Career Center,West Plains,MO
Saline County Career Center,Marshall,MO
Central College of Cosmetology,Saint Robert,MO
Southeast Missouri Hospital College of Nursing,Cape Girardeau,MO
Messenger College,Euless,TX
Tennessee Academy of Cosmetology - Memphis,Memphis,TN
Cheveux School of Hair Design,Jacksonville,NC
Durham Beauty Academy,Durham,NC
Somerset County Technology Institute,Bridgewater,NJ
Union County Vocational Technical School,Scotch Plains,NJ
Prism Career Institute,Philadelphia,PA
Champlain Valley Educational Services (CEWW BOCES),Plattsburgh,NY
Jefferson-Lewis-Hamilton-Herkimer-Oneida BOCES,Watertown,NY
Nassau Vocational Educational and Extension Board,Uniondale,NY
Syracuse Central Technical Vocation Center,Syracuse,NY
Steuben-Allegany BOCES,Painted Post,NY
Cattaraugus-Allegany-Erie-Wyoming BOCES Olean Center,Olean,NY
Wayne-Finger Lakes BOCES,Newark,NY
Broome-Delaware-Tioga BOCES Binghamton Education Center,Binghamton,NY
Washington-Saratoga-Warren-Hamilton-Essex BOCES,Saratoga Springs,NY
Ulster BOCES,Port Ewen,NY
St. Lawrence-Lewis BOCES,Canton,NY
Rockland BOCES Practical Nursing Program,West Nyack,NY
New York College of Health Professions,Syosset,NY
Career Institute of Health andTechnology,Westbury,NY
Charles Stuart School,Brooklyn,NY
Penta County Joint Vocational School,Perrysburg,OH
Career and Technology Education Centers of Licking County,Newark,OH
Willoughby-Eastlake Technical Center,Willoughby,OH
Washington County Career Center-Adult Technical Training,Marietta,OH
Ohio Technical Center at Vantage Career Center,Van Wert,OH
Tri County Technology Center,Bartlesville,OK
Indian Capital Technology Center - Muskogee,Muskogee,OK
Western Technology Center - Burns Flat,Burns Flat,OK
Mid-America Technology Center,Wayne,OK
Northeast Technology Center - Pryor,Pryor,OK
Eastern Oklahoma County Technology Center,Choctaw,OK
Wes Watkins Technology Center,Wetumka,OK
Technical institute of Cosmetology Arts & Sciences,Tulsa,OK
York County Technical School,York,PA
"Chester County Intermediate Unit, Center for Arts and Technology - Brandywine Campus",Coatesville,PA
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Reynoldsville,PA
Mifflin-Juniata Career and Technology Center,Lewistown,PA
Hanover Public School District Practical Nursing Program,Hanover,PA
Lenape Area Vocational Technical School Practical Nursing Program,Kittanning,PA
Venango County Area Vocational Technical School,Oil City,PA
Lancaster County Career and Technology Center,Willow Street,PA
Lebanon County Area Vocational Technical School,Lebanon,PA
Northern Tier Career Center,Towanda,PA
Clarion County Career Center Practical Nursing Program,Shippenville,PA
Hazleton Area Career Center,Hazleton,PA
All State Career School,West Mifflin,PA
Serbia's School of Beauty Culture,Guayama,PR
Academia Maison D'Esthetique,Santurce,PR
Colegio Tecnologico y Comercial de Puerto Rico,Aguada,PR
Quality Technical and Beauty College,Bayamon,PR
D'Mart Institute,Barranquitas,PR
Automeca Technical College,Aguadilla,PR
Puerto Rico Barber College,Fajardo,PR
Fortis Institute - Cookeville,Cookeville,TN
North Central Institute,Clarksville,TN
Velma B's Beauty Academy,Dallas,TX
Stephenville Beauty College,Stephenville,TX
Pipo Academy of Hair Design,El Paso,TX
Tint School of Make-Up & Cosmetology - Dallas,Dallas,TX
ACT College - Arlington,Arlington,VA
United Technical Center,Clarksburg,WV
McCann Technical School,North Adams,MA
Empire Beauty School - Boston,Boston,MA
Ailano School of Cosmetology,Brockton,MA
Carsten Institute of Cosmetology,Tempe,AZ
Central California School of Continuing Education,San Luis Obispo,CA
"Rivertown School of Beauty, Barber, Skin Care, and Nails",Columbus,GA
Atlanta Institute of Music,Duluth,GA
Illinois Media School,Lombard,IL
Tucker Career and Technology,Marion,IN
St. Louis Hair Academy,Saint Louis,MO
New Dimensions School of Hair Design,Joplin,MO
Adirondack Beauty School,Glens Falls,NY
Forbes Road Career and Technology Center,Monroeville,PA
JNA Institute of Culinary Arts,Philadelphia,PA
Instituto Irma Valentin - Manati,Manati,PR
A1 Business and Technical College,Caguas,PR
Cortiva Institute - Seattle,Seattle,WA
Putnam Career and Technical Center,Eleanor,WV
Mountaineer Beauty College,Saint Albans,WV
World College,Virginia Beach,VA
Crawford County Area Vocational Technical School Practical Nursing Program,Meadville,PA
Beauty Schools of America,Hialeah,FL
Newbridge College-Monterey Park,Monterey Park,CA
Royal Beauty Careers,Houston,TX
"Francois D. College of Hair, Skin & Nails",Sandy,UT
Southwest College of Naturopathic Medicine & Health Sciences,Tempe,AZ
Escuela de Peritos Electricitas de Isabela,Isabela,PR
Virginia College - Birmingham,Birmingham,AL
Yeshiva D'Monsey Rabbinical College,Monsey,NY
The College of Saints John Fisher and Thomas More,Fort Worth,TX
New Charter University,Salt Lake City,UT
Northwest Vista College,San Antonio,TX
Oconee Fall Line Technical College,Sandersville,GA
York County Community College,Wells,ME
Northeast Technology Center - Afton,Afton,OK
Western Suffolk BOCES,Northport,NY
Gutenberg College,Eugene,OR
Arkansas State University Mountain Home,Mountain Home,AR
Columbia Gorge Community College,The Dalles,OR
Foundation College,San Diego,CA
Colleen O'Hara's Beauty Academy,Santa Ana,CA
Bakke Graduate University,Dallas,TX
Tillamook Bay Community College,Tillamook,OR
Empire Beauty School - Baltimore,Baltimore,MD
Manhattan School of Computer Technology,Brooklyn,NY
Indian Capital Technology Center - Sallisaw,Sallisaw,OK
Indian Capital Technology Center - Stilwell,Stilwell,OK
Globelle Technical Institute,Vega Baja,PR
Motif Beauty Academy,Winchester,KY
Hairitage Hair Academy,Saint George,UT
New York Paralegal School,New York,NY
Houghton Lake Institute of Cosmetology LLC,Houghton Lake,MI
Arizona College,Glendale,AZ
Vanguard-Sentinel Career & Technology Center,Fremont,OH
House of Heavilin Beauty College - Raymore,Raymore,MO
International Institute of Hair Design,Bountiful,UT
Living Arts College@School of Communication Arts,Raleigh,NC
The New York Conservatory for Dramatic Arts,New York,NY
Eastern International College,Jersey City,NJ
Academia Serrant Inc,Ponce,PR
Sonoma College,Petaluma,CA
Advocate Illinois Masonic Medical Center,Chicago,IL
Court Reporting Institute,San Diego,CA
inlingua English Center,Arlington,VA
Greater West Town Training Partnership,Chicago,IL
Pacific College,Costa Mesa,CA
United Truck & Car Driving School,San Diego,CA
American College of Healthcare,Riverside,CA
Compu-Med Vocational Careers Corp,Hialeah,FL
Sage Technical Services - Billings,Billings,MT
Airman's Proficiency Center,Hillsboro,OR
Professional Electric School,Manati,PR
Mid-Cities Barber College,Grand Prairie,TX
National Defense University,Fort McNair,DC
Allied American University,Laguna Hills,CA
El Monte - Rosemead Adult School,El Monte,CA
Kaplan College - Panorama City,Panorama City,CA
Gwinnett College - Sandy Springs,Sandy Springs,GA
Beacon University,Columbus,GA
Pyramid Career Institute,Chicago,IL
Lafayette General Medical Center,Lafayette,LA
Merkaz Bnos High School & Career Institute,Brooklyn,NY
Lia Schorr Institute of Cosmetic Skin Care,New York,NY
Aviation Institute of Maintenance - Chesapeake,Chesapeake,VA
Technical Education Center-Osceola,Kissimmee,FL
Miami Ad School,Miami,FL
Green Country Technology Center,Okmulgee,OK
Askins Vo-Tech,Fort Smith,AR
Nova College de Puerto Rico,Bayamon,PR
Styles and Profiles Beauty College,Selmer,TN
Southwest Health Career Institute Inc,Albuquerque,NM
Santa Barbara College of Oriental Medicine,Santa Barbara,CA
John Wesley International Barber and Beauty College,Long Beach,CA
Southeastern College,West Palm Beach,FL
Defense Language Institute,Monterey,CA
The Illinois Institute of Art-Schaumburg,Schaumburg,IL
Klamath Community College,Klamath Falls,OR
The Art Institute of Phoenix,Phoenix,AZ
Academia Vocational Del Turabo,Caguas,PR
Aerosim Flight Academy - Sanford,Sanford,FL
American College of Acupuncture and Oriental Medicine,Houston,TX
AOMA Graduate School of Integrative Medicine,Austin,TX
Arlington Medical Institute,Arlington,TX
Urban College of Boston,Boston,MA
American College of Medical Technology,Gardena,CA
Virginia School of Massage,Charlottesville,VA
Cayce/Reilly School of Massage,Virginia Beach,VA
The Creative Center,Omaha,NE
Studio Jewelers,New York,NY
Praxis Institute,Miami,FL
American College of Traditional Chinese Medicine,San Francisco,CA
Atlantic County Vocational Technical School,Mays Landing,NJ
San Juan Bautista School of Medicine,Caguas,PR
Texas Health and Science University,Austin,TX
Technical Institute of Camden County,Sicklerville,NJ
Carver Career Center,Charleston,WV
New Hampshire Institute of Art,Manchester,NH
Cayuga Onondaga BOCES-Practical Nursing Program,Auburn,NY
Clearfield County Career and Technology Center,Clearfield,PA
"Colegio Cinematografia, Artes y Television",Bayamon,PR
CONWAY SCHOOL OF PRACTICAL NURSING,CONWAY,SC
Delaware County Technical School,Folcroft,PA
Everest College - Torrance,Torrance,CA
The Institute for Health Education,Jersey City,NJ
Mid-Del Technology Center,Midwest,OK
BIR Training Center,Chicago,IL
The Youngstown College of Massotherapy,Struthers,OH
New York Institute of Massage,Williamsville,NY
Jolie Hair and Beauty Academy,Ludlow,MA
Dutchess BOCES-School of Practical Nursing,Poughkeepsie,NY
Institute of Technology,Clovis,CA
Garnet Career Center,Charleston,WV
Brooklyn Institute of Business Technology,Brooklyn,NY
Genesee Valley BOCES Batavia Campus,Batavia,NY
Henrico County-Saint Marys Hospital,Highland Springs,VA
Herkimer-Fulton-Hamilton-Otsego BOCES,Ilion,NY
International Beauty College 3,Garland,TX
Dewey University - Hato Rey Campus,Hato Rey,PR
Cape Coral Technical College,Cape Coral,FL
Dolphin Technical Institute,Beaumont,TX
Massachusetts General Hospital,Boston,MA
American Beauty Academy - Wheaton,Wheaton,MD
Navy Medicine Education and Training Command,Bethesda,MD
New Directions Hair Academy,Nashville,TN
New Horizons Beauty College,Logan,UT
Ocean County Vocational-Technical School,Toms River,NJ
Council for Relationships,Philadelphia,PA
Putnam-Northern-Westchester BOCES,Yorktown Heights,NY
New England School of Radiologic Technology,Rutland,VT
Springfield Clark County Joint Vocational School,Springfield,OH
Sullivan County BOCES,Liberty,NY
Trinity College of Puerto Rico,Ponce,PR
A-Technical College,Huntington Park,CA
Vogue Beauty School,Douglasville,GA
Yeshiva of the Telshe Alumni,Riverdale,NY
Northeast Technology Center - Kansas,Kansas,OK
Center of Advanced Therapeutics,Denver,CO
Plaza School of Beauty,Rock Hill,SC
Center for Employment Training - Socorro,Socorro,TX
BCRI Career Training,Boise,ID
Maric College - Los Angeles,Los Angeles,CA
"U.S. Naval War College, The",Newport,RI
Appalachian School of Law,Grundy,VA
Platt College-Ontario,Ontario,CA
Delaware College of Art and Design,Wilmington,DE
American University of Health Sciences,Signal Hill,CA
CNI College,Orange,CA
Montessori Schools of Washington,Everett,WA
Okaloosa Technical College and Choice High School,Fort Walton Beach,FL
Wayne County Schools Career Center,Smithville,OH
Baystate Medical Center,Springfield,MA
Carolinas College of Health Sciences,Charlotte,NC
Hurley Medical Center,Flint,MI
Cox Health Systems - School of Radiologic Technology,Springfield,MO
Lester E. Cox Medical Center - School of Medical Technology,Springfield,MO
Western Governors University,Salt Lake City,UT
Florida Gulf Coast University,Fort Myers,FL
Downeast School of Massage,Waldoboro,ME
Little Priest Tribal College,Winnebago,NE
National Labor College,Silver Spring,MD
South Louisiana Community College,Lafayette,LA
Sister Rosalind Gefre Schools and Clinics of Massage,Fargo,ND
Rogies School of Beauty Culture-Caguas,Caguas,PR
HRDE-Stanley Technical Institute - Parkersburg,Parkersburg,WV
Anson College of Cosmetology,Wadesboro,NC
Baltimore School of Massage,Linthicum,MD
David Demuth Institute of Cosmetology,Richmond,IN
Eli Whitney Technical High School,Hamden,CT
Toni & Guy Hairdressing Academy - Worchester,Worcester,MA
Ivory Dental Technology College,Westminster,CA
Northwest HVAC/R Training Center,Spokane,WA
Elite Beauty College - Westminster,Westminster,CA
L.T. International Beauty School,Philadelphia,PA
Michigan Jewish Institute,West Bloomfield,MI
Myotherapy Institute,Lincoln,NE
Florida College of Integrative Medicine,Orlando,FL
New Professions Technical Institute,Miami,FL
Puerto Rico Department of Health,San Juan,PR
Strand College of Hair Design,Myrtle Beach,SC
Cosmetology Career Institute,Greenville,TX
Ilisagvik College,Barrow,AK
The Community College of Baltimore County,Baltimore,MD
Florida Coastal School of Law,Jacksonville,FL
White Earth Tribal and Community College,Mahnomen,MN
Blue Cliff College - Metairie,Metairie,LA
Creative Images Institute of Cosmetology,Dayton,OH
University of Northern Virginia,Manassas,VA
Yeshiva College of the Nations Capital,Silver  Spring,MD
Louise Obici Memorial Hospital,Suffolk,VA
JFK Medical Center Muhlenberg Harold B. and Dorothy A. Snyder School,Plainfield,NJ
The Scripps Research Institute,La Jolla,CA
Central Career School,South Plainfield,NJ
Montessori Institute of Milwaukee,Milwaukee,WI
"Hair Academy II, Inc",Hillcrest Heights,MD
Pryor Beauty College,Pryor,OK
Newbridge College-Burbank,Burbank,CA
Vatterott College - Saint Joseph,Saint Joseph,MO
Vatterott College - Sunset Hills,Sunset Hills,MO
Southwest Acupuncture College - Boulder,Boulder,CO
Utah College of Massage Therapy Inc-Utah Valley,Lindon,UT
River Parishes Community College,Gonzales,LA
Cold Spring Harbor Laboratory,Cold Spring Harbor,NY
Remington College-Largo Campus,Largo,FL
The Alternative Conjunction Clinic & School of MT,Lemoyne,PA
American Barber Institute Inc,New York,NY
Connecticut Training Centers Inc,East Hartford,CT
Fine Mortuary College,Norwood,MA
Ghent Beauty Academy,Norfolk,VA
International Baptist College,Chandler,AZ
Medical Training College,Baton Rouge,LA
Mattia College,Miami,FL
New Hampshire Career Institute,Concord,NH
Southwestern Professional Institute,Houston,TX
Toni & Guy Hairdressing Academy\TIGI Creative School,Plano,TX
Universal Career Community College - Santurce,Santurce,PR
Warren Woods Vocational Adult Education,Warren,MI
Willsey Institute,Staten Island,NY
Vatterott College - Oklahoma City,Warr Acres,OK
University of Management and Technology,Arlington,VA
Baton Rouge Community College,Baton Rouge,LA
Star College of Cosmetology,Nacogdoches,TX
Compu-Med Vocational Careers - Miami,Miami,FL
International Yacht Restoration School,Newport,RI
Harrison Career Institute - Ewing,Ewing,NJ
Linfield College-Portland Campus,Portland,OR
Academy of Massage Therapy - Hackensack,Hackensack,NJ
Remington College - San Diego,San Diego,CA
Star Career Academy,Syosset,NY
Chase College,Los Angeles,CA
Midwest Technical Institute,Lincoln,IL
Oklahoma Health Academy,Tulsa,OK
Ross Medical Education Center - Decatur,Decatur,GA
Advanced Barber College and Hair Design,Weslaco,TX
The English Center,Alameda,CA
ICDC College,Los Angeles,CA
Monteclaro Escuela de Hoteleria y Artes Culinarias,Rio Grande,PR
New Community Workforce Development Center,Newark,NJ
Dallas Nursing Institute,Dallas,TX
Professional Golfers Career College,Temecula,CA
Milan Institute - San Antonio,San Antonio,TX
Rudae's School of Beauty Culture,Fort Wayne,IN
Puerto Rico Tech Junior College - Mayaguez,Mayaguez,PR
Silicon Valley College,Walnut Creek,CA
Newbridge College-Stanton,Stanton,CA
Keiser Career College - Pembroke Pines,Pembroke Pines,FL
Lincoln Technical Institute - Cromwell,Cromwell,CT
McCann School of Business and Technology,Pottsville,PA
Ridley-Lowell Business and Technical Institute - Poughkeepsie,Poughkeepsie,NY
Vanguard Institute of Technology,Pharr,TX
Modern Hairstyling Institute - Carolina,Carolina,PR
Stratford University,Falls Church,VA
Universal Technical Institute of California Inc,Rancho Cucamonga,CA
Marine Corps University,Quantico,VA
Georgia Medical Institute-Dekalb,Atlanta,GA
Academy of Hair Design #6,Hattiesburg,MS
Eastern West Virginia Community and Technical College,Moorefield,WV
Aviation Institute of Maintenance - Indianapolis,Indianapolis,IN
Remington College - Little Rock Campus,Little Rock,AR
Newbridge College - El Cajon,El Cajon,CA
Cardean University,Chicago,IL
IVAEM College,Caguas,PR
International Business School--MCKINNEY,MCKINNEY,TX
Lincoln Technical Institute - Hamden,Hamden,CT
Pierce College,Puyallup,WA
Cascadia Community College,Bothell,WA
East West College of Natural Medicine,Sarasota,FL
Infinity Career College,Gulfport,MS
Lincoln Technical Institute - Fern Park,Fern Park,FL
Atlantic Institute of Oriental Medicine,Fort Lauderdale,FL
"MDT College of Health Sciences, Inc.",Highland Heights,OH
Bennett Career Institute,Washington,DC
Blue Cliff College - Shreveport,Shreveport,LA
Blue Cliff College - Lafayette,Lafayette,LA
Quest College,San Antonio,TX
Center for Employment Training - Cleveland,Cleveland,OH
Central Florida Institute - Palm Harbor,Palm Harbor,FL
Politec Institute,Ponce,PR
Chicago Urban League Computer Training Center,Chicago,IL
Columbia Green Beauty School,Catskill,NY
Community Care College,Tulsa,OK
Marinello School of Beauty - Topeka,Topeka,KS
Medacom College,Fremont,CA
Coryell Cosmetology College,Gatesville,TX
Crossroads Bible College,Indianapolis,IN
Fayette Beauty Academy,Fayetteville,GA
Harlem School of Technology,New York,NY
HDS Truck Driving Institute,Tucson,AZ
International Training Careers,Miami,FL
James Albert School of Cosmetology,Costa Mesa,CA
The King's University,Southlake,TX
Lacy Cosmetology School,Aiken,SC
My-Le's Beauty College,Sacramento,CA
NAWCC School of Horology,Columbia,PA
New Concept Massage and Beauty School,Miami,FL
New York College of Traditional Chinese Medicine,Mineola,NY
Fortis College - Orange Park,Orange Park,FL
Northeastern Seminary at Roberts Wesleyan College,Rochester,NY
Omega Institute of Cosmetology,Houma,LA
Pacific Islands University,Mangilao,GU
PCI College,Cerritos,CA
Rosedale Bible College,Irwin,OH
Saint Francis Career College,Lynwood,CA
Seattle Institute of Oriental Medicine,Seattle,WA
Shawnee Beauty College,Shawnee,OK
Shore Medical Center,Somers Point,NJ
Acupuncture and Massage College,Miami,FL
Southeastern School of Cosmetology,Midfield,AL
Tennessee Career College,Nashville,TN
Universal Therapeutic Massage Institute,Albuquerque,NM
Upper Valley Educators Institute,Lebanon,NH
Wrightco Technologies Technical Training Institute,Ebensburg,PA
Keck Graduate Institute of Applied Life Sciences,Claremont,CA
Aviation Institute of Maintenance - Atlanta,Duluth,GA
Thompson Institute,Chambersburg,PA
Star Career Academy - Egg Harbor,Egg Harbor,NJ
Empire Beauty School - Kennesaw,Kennesaw,GA
Harrison Career Institute - Pittsburgh,Pittsburgh,PA
Huntingdon County Career and Technology Center,Mill Creek,PA
Missouri College of Cosmetology North,Springfield,MO
Keyskills Learning,Clifton,NJ
Midwest University,Wentzville,MO
New York Automotive and Diesel Institute,Jamaica,NY
Remington College - Baton Rouge,Baton Rouge,LA
Florida Center for Theological Studies,Miami,FL
Kansas Christian College,Kansas City,MO
New Saint Andrews College,Moscow,ID
Arkansas State University - Newport,Newport,AR
Georgia Aviation & Technical College,Eastman,GA
Atenas College,Manati,PR
Onondaga-Cortland-Madison BOCES,Liverpool,NY
Pillar College,Newark,NJ
Winner Institute of Arts & Sciences,Transfer,PA
Vatterott College - Memphis,Memphis,TN
Vatterott College - Tulsa,Tulsa,OK
Vatterott College - Wichita,Wichita,KS
Star Career Academy - Newark,Newark,NJ
Texas Barber College and Hairstyling School  - Houston,Houston,TX
Remington College-Jacksonville,Jacksonville,FL
Saginaw Chippewa Tribal College,Mount Pleasant,MI
Harrison Career Institute - South Orange,South Orange,NJ
The Seattle School of Theology and Psychology,Seattle,WA
East Valley Institute of Technology,Mesa,AZ
West Coast Ultrasound Institute,Beverly Hills,CA
Irell & Manella Graduate School of Biological Sciences at City of Hope,Duarte,CA
Community Business College,Modesto,CA
Design's School of Cosmetology,Paso Robles,CA
Paul Mitchell The School - Santa Barbara,Santa Barbara,CA
EdNet Career Institute,Woodland Hills,CA
University of the Rockies,Denver,CO
Deep Muscle Therapy School,Wilmington,DE
Ultimate Medical Academy - Clearwater,Clearwater,FL
Florida Barber Academy,Pompano,FL
Angley College,Sanford,FL
Jacksonville Beauty Institute,Jacksonville,FL
The English Center - Miami-Dade County Public Schools,Miami,FL
Florida Education Institute,Miami,FL
"International School of Health, Beauty & Technology",Lauderhill,FL
Florida Institute of Animal Arts,Winter Park,FL
Powder Springs Beauty School,Lithia Springs,GA
"National Graduate School of Quality Management, Inc.",Falmouth,MA
Texas County Technical College,Houston,MO
Aviation Institute of Maintenance - Kansas City,Kansas City,MO
Blue Cliff College - Gulfport,Gulfport,MS
Apex School of Theology,Durham,NC
Institute for Therapeutic Massage,Haskell,NJ
Helma Institute of Massage Therapy,Saddle Brook,NJ
Cortiva Institute - Somerset School of Massage Therapy,Piscataway,NJ
Metropolitan Learning Institute,Rego Park,NY
Anthem Institute - Manhattan,New York,NY
Yeshiva Shaarei Torah of Rockland,Suffern,NY
Leon Studio One School of Beauty Knowledge,Williamsville,NY
Saint Joseph's Medical Center,Yonkers,NY
American Institute of Alternative Medicine,Columbus,OH
Brown Aveda Institute,Mentor,OH
Tri-State College of Massotherapy,North Lima,OH
"Select Education Group, LLC dba Institute of Technology",Salem,OR
Centro de Capacitacion y Asesoramiento Vetelba,Arecibo,PR
Universidad Pentecostal Mizpa,San Juan,PR
Caribbean Forensic and Technical College,Rio Piedras,PR
American Technological College,San Juan,PR
National Fashion and Beauty College,Rio Piedras,PR
South Carolina School of Healing Arts,Charleston,SC
Kussad Institute of Court Reporting,Austin,TX
Lamar Institute of Technology,Beaumont,TX
MJ's Beauty Academy Inc,Dallas,TX
Aviation Institute of Maintenance - Dallas,Irving,TX
State Beauty Academy,Duncanville,TX
Behold Beauty Academy,Houston,TX
Healing Mountain Massage School,Salt Lake City,UT
Eastern Virginia Career College,Fredericksburg,VA
"Crescent Cosmetology University, Inc.",Hampton,VA
"Rudy & Kelly Academy, A Paul Mitchell Partner School",Virginia Beach,VA
South Branch Career and Technical Center,Petersburg,WV
Nevada State College at Henderson,Henderson,NV
California State University - Channel Islands,Camarillo,CA
Franklin W. Olin College of Engineering,Needham,MA
Career Education Institute-Henderson,Henderson,NV
Won Institute of Graduate Studies,Glenside,PA
HRDE-Stanley Technical Institute - Hinton,Hinton,WV
David's Academy of Beauty,Pico Rivera,CA
Birthwise Midwifery School,Bridgton,ME
Ave Maria School of Law,Naples,FL
Antioch University,Yellow Springs,OH
Vatterott College - Cleveland,Broadview Heights,OH
Everest College - Lynnwood,Lynnwood,WA
Tri-Cities Regional Occupational Program,Whittier,CA
Career Education Institute-Norcross,Norcross,GA
Grantham University,Lenexa,KS
NASCAR Technical Institute,Mooresville,NC
Tohono O'Odham Community College,Sells,AZ
Edward Via Virginia College of Osteopathic Medicine,Blacksburg,VA
Healthy Hair Academy - Dallas,Dallas,TX
Southwest Institute of Healing Arts,Tempe,AZ
Academy Education Services,Oxnard,CA
University of Cosmetology - Sullivan,Sullivan,MO
University of Antelope Valley,Lancaster,CA
Birthingway College of Midwifery,Portland,OR
The Salon Professional Academy,Marysville,MI
Brighton Center - Center for Employment Training,Newport,KY
California Healing Arts College,Los Angeles,CA
California Learning Center,Anaheim,CA
Quest Career College,Parma Heights,OH
